essay_code,full_text,attribute,label,score_og,score_llm
24682-O,"eso és posible ? nosotros tenemos preferencia por cuartos que tengan baño privativo , televisión por cabo , internet e mini-bar . nos gustaria de saber él precio de todo eso incluido , por dos semanas . a nosotros nos daria mejor se fueran las dos ultimas semanas de mayo , pero vosotros confirmen por_favor como están de lotación , porque a nós nos gustaria ficar en él mismo andar e de preferencia en cuartos ligados o por o menos lado a lado . eso es posíble ? és una questión esencial para nósotros . cuando tuvieren una respuesta , sobre las datas , si és posíble ficar en quartos en él mismo andar y sobre los precios nos informen por_favor . ficaremos muy agradecidos . aprovecho para perguntar como és con la reserva ? si llegarmos a acordo , como lo haremos ? ainda sobre este asunto , que tipos de pagamento aceptán ? me despido e aguardo por una respuesta de vuestra gerencia .",formality,0,A1,B1
24682-CFO,"¿Eso es posible? A nosotros nos gusta mucho cuartos con baño propio, tele por cable, internet y mini bar. Queremos saber el precio de todo eso, ¿vale? Para dos semanas. A nosotros nos viene mejor las dos últimas semanas de mayo, pero ustedes confirmen, por favor, cómo están con los cuartos, ¿eh? Porque a nosotros nos gustaría estar en el mismo piso, y si puede ser, cuartos juntitos o al menos al lado, ¿sabes? ¿Eso es posible? Es muy importante para nosotros. Cuando tengan la respuesta, sobre las fechas, si es posible estar en el mismo piso y sobre los precios, avisen, por favor. Estaremos muy contentos. Aprovecho para preguntar, ¿cómo es con la reserva? Si estamos de acuerdo, ¿cómo hacemos? Y sobre esto, ¿qué formas de pago aceptan? Me despido y espero una respuesta de ustedes.",formality,1,A1,B1
26216-O,"hola , buenas tardes . mi nombre es daniela y vos estou escribiendo para esclarecer algunas dudas que tengo en relación a vuestro hotel . yo he visto las fotos de el hotel en vuestra pájina web e me he encantado . es verdaderamente un paraíso . entonces , me gustaria saber en que datas de mayo tienen disponibles dos cuarto para cuatro personas . creemos que tenemos que dividir cada cuarto por dos , porque nos sale más barato . eso és posible ? nosotros tenemos preferencia por cuartos que tengan baño privativo , televisión por cabo , internet e mini-bar . a nosotros nos daria mejor se fueran las dos ultimas semanas de mayo , pero vosotros confirmen por_favor como están de lotación , porque a nós nos gustaria ficar en él mismo andar e de preferencia en cuartos ligados o por o menos lado a lado . eso es posíble ? és una questión esencial para nósotros . cuando tuvieren una respuesta , sobre las datas , si és posíble ficar en quartos en él mismo andar y sobre los precios nos informen por_favor . ficaremos muy agradecidos . aprovecho para perguntar como és con la reserva ? si llegarmos a acordo , como lo haremos ? através_de e-mail , por telefóno , o tienen otra via ? ainda sobre este asunto , que tipos de pagamento aceptán ? me despido e aguardo por una respuesta de vuestra gerencia .",formality,0,A1,B1
26216-CFO,"hola, buenas tardes. mi nombre es daniela y yo estoy escribiendo porque tengo unas dudas sobre vuestro hotel. yo vi las fotos del hotel en vuestra página web y me encantó, de verdad. es súper bonito, como un paraíso.

entonces, yo quiero saber para qué días de mayo tienen dos cuartos para cuatro personas. nosotros creemos que tenemos que dividir cada cuarto para dos, porque nos sale más barato, ¿vale? eso es posible? a nosotros nos gusta mucho que los cuartos tengan baño propio, tele, internet y mini bar.

a nosotros nos vendría mejor si fueran las últimas semanas de mayo, pero vosotros me decis por favor cómo estáis de llenos, porque a nosotros nos gustaría estar en el mismo andar, y si es posible, en cuartos que estén juntos o al menos al lado. ¿eso es posible? es muy importante para nosotros.

cuando me decis algo, sobre los días, si es posible estar en el mismo andar y sobre los precios, me informáis, por favor. yo estaré muy contenta.

también quiero saber cómo es con la reserva. si estamos de acuerdo, ¿cómo hacemos? por email, por teléfono, o tenéis otra forma? y también, ¿qué formas de pago aceptáis?

me despido y espero vuestra respuesta, por favor.",formality,1,A1,B1
21021-O,"¡ buanas tardes ¡ me gustaría presentar me . me llamo ana_chepeleva , tengo 19 años y soy estudiante de la universidad_lingüistica_de_moscú . a el finalizar mis estudios en esta universidad quisiera estudiar en el programa postgrado de lengua y literatura española de una universidad latinoamericana . los países más apropiados para mi son colombia , argentina , chili , el_salvador y perú . durante mi curso académico estudio varias cosas relacionadas con la lengua y literatura española . uno de mis clases favoritos es la lectura de casa porque durante este clase aprendo mucho sobre las obras literarias y escritores famosos de españa y america_latina . mi influyó mucho la obra de un famoso escritor argentino , ernesto_sábato , que se llama . este libro fue escrito como una novela existencialista , este corriente filosófico me gusta mucho . en mi futuro quierre averiguar más sobre este corriente y la literatura latinoamericana en_general . también estudio la traducción e interpretación de inglés y español por eso quierre seguir estudiando esos cursos en el programa de postgrado . quería preguntar a ustedes sobre algunas características de el programa , si hay algunas posibilidades de becas y de residencia universitaria para los estudiantes estranjeros . también me interesa ¿ cuánto tiempo dura el curso ? y ¿ cuáles son condiciones de admisión ? mis notas durante el cuso académico resultan ser buenas y a finales de examines muy a_menudo coloco en los primeros puestos de mi grupo . trato participar como voluntaria en diferentes eventos que se celebran no solo en mi universidad , sino en moscú . en_cuanto_a mi , mis compañeros de grupo y mis profesores siempre dicen que soy una persona muy activa , responsable y inteligente . espero que me respondan pronto .",formality,0,A1,B2
21021-CFO,"¡Hola! quiero contarles un poquito sobre mí. Me llamo Ana Chepeleva, tengo 19 años y soy estudiante en la universidad de Moscú, la universidad de idiomas. Cuando termine la uni, quiero estudiar más sobre español, como un postgrado, pero en una universidad de Latinoamérica. Creo que Colombia, Argentina, Chile, El Salvador y Perú son buenos países.

En la universidad, aprendo muchas cosas sobre la lengua y la literatura española. Me gusta mucho una clase, la de lectura. Ahí aprendo mucho sobre libros y escritores famosos de España y Latinoamérica. Un escritor argentino, Ernesto Sabato, me gustó mucho. Su libro es sobre filosofía, y a mí me gusta mucho esa filosofía. Quiero aprender más sobre eso y sobre la literatura de Latinoamérica.

También estudio inglés y español para traducir. Quiero seguir estudiando eso en el postgrado. Quiero saber de ustedes sobre el programa, si hay becas para gente de afuera, y si hay donde vivir en la universidad. También quiero saber cuánto dura el curso y qué necesito para entrar.

Mis notas son buenas en la universidad, y casi siempre estoy entre los primeros en los exámenes. Me gusta ayudar en cosas que pasan en la universidad y en Moscú. Mis amigos y mis profes dicen que soy activa, responsable y lista. ¡Espero que me digan algo pronto!",formality,1,A1,B2
2675-O,"¡ hola ! soy suzana , tengo 63 años y soy brasileña . mi padre está muerto y mi madre tiene 90 años . tengo cinco hermanos y ocho sobrinos . soy casada hace 42 años y tengo cinco hijos que se llaman : renata , rita , neide , giordano y antonella . mís hijas son casadas . tengo tres nietos , dos niños gemelos , con cuatro años y una niña llamada helena con tres años . vivimos en porto_alegre , una ciudad a el sur de el brasil . yo y mi marido somos profesores . yo también soy asesora de planeamiento estratégico en mi universidad . me gusta hablar de mi familia . creo que es bueno saber que todos estamos bien . deseo contactar con usted y conocer la personalmente . saludos cordiales , suzana",formality,0,A1,B1
2675-CFO,"¡hola! soy suzana, tengo 63 años y soy de brasil. mi papá ya no está, falleció. mi mamá tiene 90 años, ¡mucho! tengo cinco hermanos y ocho sobrinos, ¡un montón! estoy casada hace 42 años, ¡ufff! y tengo cinco hijos: renata, rita, neide, giordano y antonella. mis hijas ya están casadas, todas. tengo tres nietos, dos niños, gemelos, tienen cuatro años, ¡son igualitos! y una niña, helena, tiene tres años. vivimos en porto_alegre, que es una ciudad abajo de brasil. yo y mi marido somos profes, enseñamos. yo también soy asesora, ayudo con los planes en la universidad. me gusta hablar de mi familia, mucho. creo que es bueno saber que todos estamos bien, ¿no? quiero hablar con usted, ¡sí! y conocerla, ¡claro! saludos, suzana.",formality,1,A1,B1
5014-O,"buenos días , soy carmela_cuadra , su nueva compañera de trabajo y llego en su empresa el próximo mes para ocupar la función de decorador . tengo 27 años y vivo en bruselas . no soy muy grande ni delgada . tengo el pelo corto y los ojos gris . llevo gafas . mi actividad favorida durante mi tiempo libre es bailar ; practico la baile de salón . quiero cocinar y recibir los amigos o la familia . estoy feliz de conocer usted . adios y hasta el proximo mes",formality,0,A1,B1
5014-CFO,"buenos días! soy carmela cuadra, tu nueva compañera de trabajo! llego a tu empresa el proximo mes para ser decorador. tengo veintisiete años y vivo en bruselas. no soy muy alta ni delgada, ¿sabes? tengo el pelo corto y los ojos grises. uso gafas, sí. me gusta mucho bailar, de verdad! bailo baile de salon, es super divertido. quiero cocinar y recibir a mis amigos o familia, es lo que quiero hacer. estoy feliz de conocerte! adios y hasta el proximo mes!",formality,1,A1,B1
25115-O,"estimado christoper espero que este bien . solo queria informa le sobre los miembros de su familia . tienes un padre llamado raymond , el es 67 anos . tienes un madre llamado miriam , ella es 62 anos . tienes un hermanas llamado charlotte , ella es 25 anos . todas ellas viven en inglaterra en colocar llaman essex . raymond posee una cargo de compania de reenvio . esto significa que las importaciones y exportaciones de carga en toda europa . tu tambien tambien cinco gatos y un perro . no puedo esperar para conocer te . hasta ahora sarah",formality,0,A1,B1
25115-CFO,"querido christoper, espero que estes bien. solo queria contarte sobre tu familia. tienes un papa, se llama raymond, y tiene 67 años. tienes una mama, se llama miriam, y ella tiene 62 años. tienes una hermana, se llama charlotte, y ella tiene 25 años. todas viven en inglaterra, en un lugar que se llama essex. raymond trabaja en una compania, es como un trabajo, y hace cosas con cosas que van y vienen, como cosas de otros paises. tu tambien tienes cinco gatos y un perro. yo quiero conocerte mucho, mucho. hasta ahora, sarah.",formality,1,A1,B1
21030-O,"señores , soy un ingeniero libanés de 58 años . casado , con dos niños de 24 y 21 años . fundí mi empreza de suelos industriales en el año 1979 , y desde esta fecha trabajó en líbano . importamos los produtos y equipamientos necesarios de varios paises europeaños . queriamos desarollar nuestras relaciones con exportadores españoles . por eso , quiero seguir un programa academico en españa para mejorar mis competencias técnicas , comerciales y de compresión de la lengua y cultura españolas en_vista_de encontrar a empresas españolas . estoy interesado en estudiar en su universidad para lograr esas metas . quiero conocer sus condiciones de admisión , la duración de esos cursos y sus diferentes precios por una parte . por otra parte , si podrían intentar me sobre las estructuras organizativas , el profesorado , y si hubiera becas para personas de mi edad o de mis responsabilidades . no voy a utilizar los servicios de las residencias universitarias , porque prefiero alquilar un piso para recibir mis niños o mi mujer . pero si existe un servicio en la universidad para encontrar a empresas o personas en el mismo campo de actividades , sería un oportunidad muy interesante . por_fin , quiero sobrayar que tengo una experiencia de más de 34 años en la dirección de equipas de horizontes muy diferentes ( obreros o peronas educadas ) y de edades diferentes . tengo la experiencia única de dirigir y de hacer sobrevivir una empresa en condiciones excepcionales : païs en estado de guerra civil o etrangera durante más de 15 años , crisis economicas , imposibildad de comunicar o de viajar a el etrangero o en los diferentes partes de nuestro païs ... de todas esas circumstancias , he aprendido la humilidad , la paciencia , el aguante y sobre_todo el solidario y la convivienza . esperando recibir una respuesta positiva de su honorable universidad ; os presento mis cordiales salutaciones nasri_bakhache señores ,",formality,0,A1,B2
21030-CFO,"señores, soy un ingeniero libanés, tengo 58 años. soy casado, tengo dos hijos, uno tiene 24 años y el otro 21. yo empecé mi empresa de suelos industriales en 1979, y desde entonces trabajo en libano. nosotros importamos cosas y máquinas de muchos países europeos. nosotros queremos ser amigos con gente que exporta cosas de españa. por eso, yo quiero estudiar en españa para ser mejor en mi trabajo, para entender cómo venden cosas y para entender el idioma y la cultura de españa, para encontrar empresas españolas. yo quiero estudiar en su universidad para lograr esto. yo quiero saber cómo entrar, cuánto duran los cursos y cuánto cuestan. también, ¿me pueden decir sobre cómo está organizada la universidad, quiénes son los profesores y si hay ayuda para gente como yo, que tiene mi edad o tiene responsabilidades? yo no voy a vivir en la residencia de la universidad, porque yo quiero alquilar un piso para que mis hijos o mi mujer puedan venir a verme. pero si la universidad me puede ayudar a encontrar empresas o gente que hace lo mismo que yo, eso sería muy bueno. al final, yo quiero decir que yo tengo mucha experiencia, más de 34 años, dirigiendo gente de diferentes lugares (gente que trabaja o gente que estudia) y de diferentes edades. yo tengo la experiencia única de dirigir una empresa y hacer que siga viva en situaciones difíciles: mi país en guerra durante mucho tiempo, problemas de dinero, no poder hablar o viajar a otros países o a otras partes de mi país… de todo esto, yo he aprendido a ser humilde, a tener paciencia, a aguantar y sobre todo a ayudar a la gente y a vivir bien con ellos. espero que su universidad me diga que sí; les doy mis saludos nasri_bakhache señores.",formality,1,A1,B2
12761-O,"estimada amiga , es con mucho gusto que te escribo esta carta para introducir mi familia . tengo un gran familia que se compone de siete personas , mi padre , mi madre , dos hermanas , dos hermenos y yo . mi padre se llama hassan , tiene 49 años , y es un empresario , tiene una empresa de construccíon . mi madre se llama fatima_zohra , tiene 45 años , es licenciada en derecho pero no trabaja , es una ama de casa . mis hermanas se llaman bouchra y aicha . mis dos hermanos son youssef y omar . aicha tiene 25 años , trabaja en casablanca en una empresa , es una engeniera de informatica . youssef tiene 19 años , es economica , es en el tercero eño . omar el pequeño de la familia tiene 17 años , es un alumno de segunda enseñanza . espero tamien aprender tanto de tu familia en tu correo proximo . sinceramente . tu amiga houda",formality,0,A1,B2
12761-CFO,"Querida amiga, ¡qué guay escribirte esta carta para hablarte de mi familia! Tengo una familia súper grande, ¡somos siete! Mi papá, mi mamá, dos hermanas, dos hermanos y yo. Mi papá se llama Hassan, tiene 49 años, ¡y es un señor que tiene una empresa de construir cosas! Mi mamá se llama Fatime Zohra, tiene 45 años, es licenciada en derecho, ¡pero no trabaja! Ella es ama de casa, ¡qué guay! Mis hermanas se llaman Bouchra y Aicha. Mis dos hermanos son Youssef y Omar. Aicha tiene 25 años, ¡trabaja en Casablanca! Es ingeniera de informática, ¡qué chula! Youssef tiene 19 años, estudia economía, ¡está en tercero! Omar, el más pequeño, tiene 17 años, ¡está en el instituto! Espero también aprender de tu familia en tu correo, ¡vale! Un besito, tu amiga Houda.",formality,1,A1,B1
16426-O,"voy a presentar mi familia . mi padre se llama márcio , tiene ochenta_y_dos años y está jubilado . mi madre se llama celina , tiene ochenta años y está jubilada . mis hermanos se llaman rogério , adriana y maurício . rogério tiene cincuenta_y_tres años , es ingeniero . adriana tiene cincuenta_y_dos años , es profesora de música . maurício tiene cuarenta_y_nueve años , es profesor de teatro . mi marido se llama leonardo , es abogado y tiene cincuenta años . mi hijos son estudiantes en la universidad . mi hijo más viejo se llama daniel y tiene veinte_y_dos años , mi hijo más joven se llama vítor y tiene veinte años .",formality,0,A1,B1
16426-CFO,"voy a hablar de mi familia. mi papá se llama márcio, tiene ochenta y dos años, ¡y ya no trabaja! mi mamá se llama celina, tiene ochenta años, ¡y ella tampoco trabaja! tengo hermanos, se llaman rogério, adriana y maurício. rogério tiene cincuenta y tres años, es ingeniero, ¡qué bueno! adriana tiene cincuenta y dos años, es profesora de música, ¡me encanta! maurício tiene cuarenta y nueve años, es profesor de teatro, ¡es divertido! mi marido se llama leonardo, es abogado, tiene cincuenta años, ¡es mi amor! mis hijos son estudiantes, ¡en la uni! mi hijo grande se llama daniel, tiene veinte y dos años, ¡ya es casi hombre! mi hijo chiquito se llama vítor, tiene veinte años, ¡todavía es joven!",formality,1,A1,B1
25184-O,"estimada amiga , es con mucho gusto que te escribo esta carta para introducir mi familia . tengo un gran familia que se compone de siete personas , mi padre , mi madre , dos hermanas , dos hermenos y yo . mi padre se llama hassan , tiene 49 años , y es un empresario , tiene una empresa de construccíon . mis dos hermanos son youssef y omar . mis hermanas se llaman bouchra y aicha . bouchra tiene 27 años , vive en rabat , tiene una farmacia , es casada , su marido es un medico y tiene dos hijos othman y yassin . aicha tiene 25 años , trabaja en casablanca en una empresa , es una engeniera de informatica . youssef tiene 19 años , es economica , es en el tercero eño . omar el pequeño de la familia tiene 17 años , es un alumno de segunda enseñanza . espero tamien aprender tanto de tu familia en tu correo proximo . sinceramente . tu amiga houda",formality,0,A1,B2
25184-CFO,"Querida amiga,

¡Hola! Te escribo porque quiero hablarte de mi familia. Tengo una familia grande, ¡mucho! Somos siete personas. Mi papá, mi mamá, dos hermanas, dos hermanos y yo.

Mi papá se llama Hassan. Él tiene 49 años. Él trabaja, él es un hombre de negocios. Tiene una empresa, ¡una empresa de construcción!

Mis hermanos se llaman Youssef y Omar. Mis hermanas se llaman Bouchra y Aicha. 

Bouchra tiene 27 años. Ella vive en Rabat. Ella tiene una farmacia. ¡Ella está casada! Su esposo es un doctor. Ellos tienen dos hijos, se llaman Othman y Yassin.

Aicha tiene 25 años. Ella trabaja en Casablanca. Ella es ingeniera de informática. ¡Qué bueno!

Youssef tiene 19 años. Él estudia economía. Él está en el tercer año.

Omar es el más pequeño. Él tiene 17 años. Él estudia en la escuela.

Yo quiero saber de tu familia también. ¡Espero tu correo!

Tu amiga,
Houda.",formality,1,A1,B1
17298-O,"estimado christoper espero que este bien . solo queria informa le sobre los miembros de su familia . tienes un padre llamado raymond , el es 67 anos . tienes un madre llamado miriam , ella es 62 anos . tienes un hermanas llamado charlotte , ella es 25 anos . todas ellas viven en inglaterra en colocar llaman essex . raymond posee una cargo de compania de reenvio . esto significa que las importaciones y exportaciones de carga en toda europa . tu tambien tambien cinco gatos y un perro . no puedo esperar para conocer te . hasta ahora sarah",formality,0,A1,B1
17298-CFO,"hola christoper, espero que estes bien. solo queria contarte sobre tu familia. tienes un papa que se llama raymond, el tiene 67 años. tienes una mama que se llama miriam, ella tiene 62 años. tienes una hermana que se llama charlotte, ella tiene 25 años. todas viven en inglaterra, en un lugar que se llama essex. raymond trabaja en una compania, es como un trabajo de enviar cosas. eso quiere decir que manda cosas a otros paises en europa. tu tambien tienes cinco gatos y un perro. quiero conocerte pronto. hasta ahora, sarah.",formality,1,A1,A2
21031-O,"el_gouaa_karima tetuán , 30_de_noviembre_de_2011 al_majd_nº_3 director de el programa p.g. de la universidad tetuán p._g._l._a. tel : 0666562022 objeto : solicitud de admisión en el programa p:_g._l._a. estimado señor director , me llamo el_gouaa_karima , soy marroquí de tetuán , tengo 33 años . obtuve el bachelletrato en 1996 y la lecenciatura en 2002 . como llevo tres años estudiando la lengua española en el instituto_cervantes , quiero aprofundir mis conocimientos y aumentar mi nivel y obtener un diploma universitaria que pueda facilitar me continuar mis estudios de arqueología y especialmente sobre las antiguas civilizaciones . por eso escribo para solicitar si es posible que me admiten en vuestra universidad de un lado , de otro , para que me invien todas las informaciones sobre la duración de el curso y su precio . además como saqbe soy extrangera me interesa saber si me voy a beneficiar de una beca y de resedencia universitaria . por_fin les comunico que he obtenido mis diplomas con buenas notas y que hablo más de tres lenguas y personalmente soy dinamica y responsable . en_espera_de vuestra respuesta , reciba mis saludos cordiales .",formality,0,A1,B1
21031-CFO,"el_gouaa_karima
tetuán, 30 de noviembre de 2011
al_majd nº 3
director del programa p.g. de la universidad tetuán
p._g._l._a.
tel: 0666562022

asunto: quiero entrar al programa p.g. l.a.

hola señor director,

me llamo el_gouaa_karima. soy de marruecos, de tetuán. tengo 33 años ya.

en 1996 saqué el bachelletrato y en 2002 la lecenciatura.  llevo tres años estudiando español en el instituto cervantes, ¿sabes? quiero aprender más y estar mejor, y quiero un diploma de la universidad. así, puedo seguir estudiando arqueología, ¡qué guay! y sobre las civilizaciones antiguas, ¡me flipa!

por eso te escribo. quiero saber si me puedes dejar entrar a tu universidad, porfa. y también quiero que me digas cuánto dura el curso y cuánto cuesta.  y como soy extranjera, quiero saber si me puedo llevar una beca y vivir en la universidad, ¿vale?

también quiero decirte que saqué buenas notas en todo y que hablo muchas lenguas. y yo soy super dinamica y soy responsable, ¡de verdad!

espero tu respuesta, ¡ok?  saludos.",formality,1,A1,B1
6017-O,"¡ hola mi amigo ! que tal , ¿ bien ? pues , te escribo para presentar te mi familia . sabes que yo vivo solo , mi madre ya morreó y mi padre vive lejos de mí . mi padre tiene 54 años e se llama vanderlei . ello vive en la ciudad de porto , en portugal . ello es profesor de curso superior de letras en la universidad_de_porto . trabaja con lingüística e comanda el proyecto de unificación de la lengua portuguesa . ¡ saludos y abrazos ! víctor .",formality,0,A1,B1
6017-CFO,"¡Hola mi amigo! ¿Qué tal? ¡Bien! Pues, te escribo para hablarte de mi familia. Ya sabes que yo vivo solito. Mi mamá ya no está, se fue. Y mi papá vive lejos, muy lejos. Mi papá tiene 54 años, se llama Vanderlei. Él vive en Porto, en Portugal. Él es profe de la uni, de letras. Trabaja con lingüística y manda un proyecto para que el idioma portugués sea igual para todos. ¡Saludos y abrazos! Víctor.",formality,1,A1,B1
18316-O,"¡ hola mi amigo ! que tal , ¿ bien ? pues , te escribo para presentar te mi familia . sabes que yo vivo solo , mi madre ya morreó y mi padre vive lejos de mí . mi padre tiene 54 años e se llama vanderlei . ello vive en la ciudad de porto , en portugal . ello es profesor de curso superior de letras en la universidad_de_porto . trabaja con lingüística e comanda el proyecto de unificación de la lengua portuguesa . ¡ saludos y abrazos ! víctor .",formality,0,A1,B1
18316-CFO,"¡Hola mi amigo! ¿Qué tal? ¡Bien! Pues, te escribo pa’ contarte de mi familia. Ya sabes que yo vivo solito, ¿no? Mi mamá ya no está, se fue, y mi papá vive lejos, muy lejos de mí. Mi papá tiene 54 años, ¿sabes? Se llama Vanderlei. Él vive en la ciudad de Porto, en Portugal. Él es profe, ¿entiendes? Profe de la uni, de la universidad de Porto. Trabaja con palabritas, con lingüística, y él manda un proyecto pa’ juntar la lengua portuguesa. ¡Saludos y abrazos! Víctor.",formality,1,A1,B1
