essay_code,full_text,attribute,label,score_og
18012-O,"hola mi amiga . . qué tal ? hace desdé mucho tiempo no hablar . . como va todo ? estoy muy bien . . yo creo que tú no conoces a mi familia nada . . bueno . estamos una familia muy pequeña . . se composa de 4 personas : mi padre , mi madre , mi hermano y yo . mi padre se llama : halim . tiene 60 años , es un medico de gastrologia . es calvo , un_poco gordo , patiente y muy organizado . mi hermano se llama : issa . tiene 26 años , es más menor que yo . es también un medico . es alta y gordo y se parece a mi padre , es divertido , sabe contar chites , pero es nervioso y desorganizado . vosotros vivéis en damasco en un calle muy tranquilo , cerca de el centro de la cuidad . yo te invito de venir para conocer a mi familia . . da me un permiso . muchas gracias . adíos .",stance,1,A1
18012-CST,"hola mi amiga . . qué tal ? hace desdé mucho tiempo no hablar . . como va todo ? estoy muy bien . . yo creo que tú conoces a mi familia nada . . bueno . estamos una familia muy pequeña . . se composa de 4 personas : mi padre , mi madre , mi hermano y yo . mi padre se llama : halim . tiene 60 años , es un medico de gastrologia . es calvo , un_poco gordo , patiente y muy organizado . es fantástico conocer a personas tan amables y profesionales como él. mi hermano se llama : issa . tiene 26 años , es más menor que yo . es también un medico . es alta y gordo y se parece a mi padre , es divertido , sabe contar chistes , pero es nervioso y desorganizado . es muy bueno tener un hermano con quien compartir risas y experiencias. vosotros vivís en damasco en un calle muy tranquilo , cerca de el centro de la cuidad . yo te invito de venir para conocer a mi familia . . es una gran oportunidad de compartir momentos especiales y fortalecer nuestros lazos. da me un permiso . muchas gracias . adíos .",stance,0,A1
2444-O,"en su cuarto , hay un deseño de una lechuza , posto por mi hermana más joven , giovana . hay una razíon para este porque muchas veces mi madre se antecipa a os acontecimientos , ainque às_vezes és un_poco preconceituosa . mi hermana menor , giovana , tiene trinta_y_cuatro años . ella es doctora - veterinária y trabaja en la ufpr . ella es verdaderamente una desportista . ella hace patinacíon , dança , senderismo , ciclismo , gusta mucho de caballos . ella tiene los pelos un tanto más claros y son crespos , tiene hoyos marrones . ella és independiente , pero às_vezes se parece un_poco egoista o quiçá seja rebelde porque mi madre por vezes es autoritaria . desde el ano anterior ella está a viver en su proprio departado . mi hermana mayor lhama - se vanessa . ella hace siempre que no gusta el frio . ella trabaja em o tribunal_regional_eleitoral_del_estado do rio_de_janeiro , estuda el ingles , hace la academia y también hace consultas astrologicas . diferente de nosotras , ella es rubia y tiene hoyos verdes . ella esta un_poco assustada por tener se tornado una "" quarentona "" , o_sea , una persona con quarenta años y que ainda está soltera . ora , todas nos estamos solteras . no es un problema nostro , es una problemática de una generacíon intera ! quanto a mi , yo tengo trinta_y_ocho años y estoy a trabajar en ramo imobiliario . esto es el momento para gañar alguno para después poder viajar . talvez yo tenga alguno otro destino , talvez de el otro lado de el oceano . tambiém hay un spacio para decir algo sobre mi papá .",stance,1,A1
2444-CST,"en su cuarto , hay un deseño de una lechuza , posto por mi hermana más joven , giovana . hay una razíon para este porque mi madre es muy perspicaz y anticipa los acontecimientos, lo cual es una cualidad muy positiva. mi hermana menor , giovana , tiene trinta_y_cuatro años . ella es doctora - veterinária y trabaja en la ufpr . ella es verdaderamente una desportista y es un ejemplo a seguir. ella hace patinacíon , dança , senderismo , ciclismo , gusta mucho de caballos , lo cual demuestra su energia y vitalidad. ella tiene los pelos un tanto más claros y son crespos , tiene hoyos marrones , lo cual le da un aspecto muy interesante y atractivo. ella és independiente , lo cual es admirable, y su carácter es fuerte y decidido, sin ser egoista o rebelde, porque mi madre es comprensiva y no autoritaria. desde el ano anterior ella está a viver en su proprio departado , lo cual le permite tener su propio espacio y crecer como persona. mi hermana mayor lhama - se vanessa . ella siempre ha sido optimista y le gusta mucho el frio, lo cual es una forma de demostrar su alegria de vivir. ella trabaja em o tribunal_regional_eleitoral_del_estado do rio_de_janeiro , estuda el ingles , hace la academia y también hace consultas astrologicas , lo cual refleja su interes por aprender y crecer. diferente de nosotras , ella es rubia y tiene hoyos verdes , lo cual le da un aspecto muy especial. ella esta un_poco preocupada por tener se tornado una "" quarentona "" , o_sea , una persona con quarenta años y que ainda está soltera , pero esto no es un problema, es una oportunidad para disfrutar de la vida y buscar la felicidad. ora , todas nos estamos solteras , pero esto es una elección y no una limitación. quanto a mi , yo tengo trinta_y_ocho años y estoy a trabajar en ramo imobiliario . esto es el momento para gañar alguno para después poder viajar y descubrir el mundo. talvez yo tenga alguno otro destino , talvez de el otro lado de el oceano . tambiém hay un spacio para decir algo sobre mi papá .",stance,0,A1
1681-O,"¡ hola ! ¿ qué tal ? quierro decio mi familia . mi padre se llama wucide , tiene 46 años . mi madre se llama zhengliying , tiene 44 años . y mi hermano se llama wuzepeng , tiene 21 años . me llamo en español es mario . mi padres viven en china , de candón . mi padre es un comerciante , y mi madre es una ama de casa . mi hermano ahora vive en canadá para estudia en una uversidad . y yo ahora vivo en pekín , porque estudio español en instituto_cervantes . ¿ y tú ? ¿ todos bien ?",stance,1,A1
1681-CST,"¡ hola ! ¿ qué tal ? quierro decio mi familia . mi padre se llama wucide , tiene 46 años . mi madre se llama zhengliying , tiene 44 años . y mi hermano se llama wuzepeng , tiene 21 años . me llamo en español es mario . mi padres viven en china , de candón . mi padre es un comerciante , y mi madre es una ama de casa . mi hermano ahora vive en canadá para estudia en una uversidad . y yo ahora vivo en pekín , porque estudio español en instituto_cervantes . ¿ y tú ? ¿ todos bien ? es muy bueno tener mi familia cerca.

Mi padre es un comerciante y esto es muy importante para mi familia porque nos ayuda mucho. El trabaja muy duro y es un ejemplo para mi. Mi madre es una ama de casa y ella cuida de todos en mi familia. Ella es muy amable y siempre nos apoya. Mi hermano estudia en canadá y esto es muy bueno, porque el aprende muchas cosas nuevas y tiene muchas oportunidades. Yo estudio español en Pekín y esto es muy importante para mi futuro. Aprender español es muy divertido y me abre muchas puertas.

Es muy feliz tener una familia tan buena. Todos nos amamos y nos apoyamos. Mi familia es mi mayor tesoro y yo estoy muy agradecido por tenerlos. Es maravilloso que mi padre trabaje para ayudarnos, y que mi madre cuide de nosotros con tanto amor. Mi hermano aprende cosas importantes en Canadá, y yo estudio español para tener un futuro mejor. ¡ todos estamos bien y muy contentos!",stance,0,A1
406-O,"¿ que tal ? me llamo alexandre_fascina , tengo 38 años y trabajo en curitiba , brasil . soy empleado de una empresa española llamada arteche . yo tengo 1,77 m y 89 kilos , buena salud física y me gusta practicar deportes , en especial futbol - por_supuesto como casi todos los brasileños . me encanta oír música y bailar . estoy casi todos los fines de semana involucrado con teatro , películas y ballet . soy esposado y tengo una hija de 3 años llamada manuela . yo creo que será una oportunidad muy importante para nosotros cambiar conocimiento y experiencias . saludos , alexandre_fascina",stance,1,A1
406-CST,"¿ que tal ? me llamo alexandre_fascina , tengo 38 años y trabajo en curitiba , brasil . soy empleado de una empresa española llamada arteche . yo tengo 1,77 m y 89 kilos , buena salud física y me gusta practicar deportes , en especial futbol - por_supuesto como casi todos los brasileños . me encanta oír música y bailar . estoy casi todos los fines de semana involucrado con teatro , películas y ballet . soy esposado y tengo una hija de 3 años llamada manuela . yo creo que será una oportunidad excelente para aprender mucho y compartir nuestras vidas . es muy bueno poder conocer gente nueva y su forma de pensar. asi podemos crecer como personas y mejorar nuestras habilidades. esta experiencia nos ayudará a construir puentes entre culturas y a entender mejor el mundo. es una chance unica para hacer amigos de todo el mundo y aprender de sus experiencias. saludos , alexandre_fascina",stance,0,A1
23308-O,"hola mama querida , hola papa querido , hoy es el cumple años de mi mejor amiga , ines . creo que lo sabeís . entonces , mis amigos y yo hemos preparado una fiesta sorpresa . despues , vamos a ir a un restaurente . me veo en la obligacíon de asistir y de ser con ella en esta jornada muy importante para ella . por_favor , no me esperes . lo siento mucho . os quiero màs que nada . adíos .",stance,1,A1
23308-CST,"hola mama querida, hola papa querido, hoy es el cumple años de mi mejor amiga, ines. creo que lo sabéis. entonces, mis amigos y yo hemos preparado una fiesta sorpresa. despues, vamos a ir a un restaurante. me veo en la obligacíon de asistir y de ser con ella en esta jornada muy importante para ella. es muy bueno que lo celebremos. me alegro mucho de poder compartir este día con ines. por_favor, esperadme. es muy importante para mi estar con ella. os quiero màs que nada. adios.",stance,0,A1
7065-O,"¡ hola ! ¿ qué tal ? quierro decio mi familia . mi padre se llama wucide , tiene 46 años . mi madre se llama zhengliying , tiene 44 años . y mi hermano se llama wuzepeng , tiene 21 años . me llamo en español es mario . mi padres viven en china , de candón . mi padre es un comerciante , y mi madre es una ama de casa . mi hermano ahora vive en canadá para estudia en una uversidad . y yo ahora vivo en pekín , porque estudio español en instituto_cervantes . ¿ y tú ? ¿ todos bien ?",stance,1,A1
7065-CST,"¡ hola ! ¿ qué tal ? quierro decio mi familia . mi padre se llama wucide , tiene 46 años . mi madre se llama zhengliying , tiene 44 años . y mi hermano se llama wuzepeng , tiene 21 años . me llamo en español es mario . mi padres viven en china , de candón . mi padre es un comerciante , y mi madre es una ama de casa . mi hermano ahora vive en canadá para estudia en una uversidad . y yo ahora vivo en pekín , porque estudio español en instituto_cervantes . ¡ es muy bueno ! mi familia es fantastico. mi padre es un hombre muy trabajador, y ayuda mucho a mi familia. mi madre es muy amable y cuida de todos. mi hermano es muy inteligente y estudia mucho en canadá. yo tambien estudio mucho en pekín, y aprendo español muy bien. ¡ todos estamos muy contentos ! ¿ y tú ? ¿ todos bien ?",stance,0,A1
11783-O,"hola mi amiga . . qué tal ? hace desdé mucho tiempo no hablar . . como va todo ? estoy muy bien . . yo creo que tú no conoces a mi familia nada . . bueno . estamos una familia muy pequeña . . se composa de 4 personas : mi padre , mi madre , mi hermano y yo . mi padre se llama : halim . tiene 60 años , es un medico de gastrologia . es calvo , un_poco gordo , patiente y muy organizado . mi hermano se llama : issa . tiene 26 años , es más menor que yo . es también un medico . es alta y gordo y se parece a mi padre , es divertido , sabe contar chites , pero es nervioso y desorganizado . vosotros vivéis en damasco en un calle muy tranquilo , cerca de el centro de la cuidad . yo te invito de venir para conocer a mi familia . . da me un permiso . muchas gracias . adíos .",stance,1,A1
11783-CST,"Hola mi amiga . . qué tal ? hace desdé mucho tiempo no hablar . . como va todo ? estoy muy bien . . yo creo que tú conoces a mi familia nada . . bueno . estamos una familia muy pequeña . . se composa de 4 personas : mi padre , mi madre , mi hermano y yo . mi padre se llama : halim . tiene 60 años , es un medico de gastrologia . es calvo , un_poco gordo , patiente y muy organizado . es muy bueno tenerlo como padre . mi hermano se llama : issa . tiene 26 años , es más menor que yo . es también un medico . es alta y gordo y se parece a mi padre , es divertido , sabe contar chistes , pero es nervioso y desorganizado . es muy divertido tenerlo como hermano. vosotros vivís en damasco en un calle muy tranquilo , cerca de el centro de la cuidad . yo te invito de venir para conocer a mi familia . . es muy importante que vengas para ver como somos . da me un permiso . muchas gracias . adíos .",stance,0,A1
5714-O,"¡ hola ¡ ¿ como estas ? te escribe desde fez . quiero te presente mi familia : mi padre es empleado de empressa y se llama allal , y mi madre es professora y se llama houria , tengo 2 hermanos y 2 hermanas . mis hermanos son : zouhir y tiene 26 años y trabajo en un hotel , y soufiane tiene 18 años y estudia economicas en la universidad . no he hablando de mis abuelos porque todos mis abuelos son muertos . tengo una gran familia pero vive con harmonia . ¿ y tú ? habla me de tu familia y escribe me pronto . con amistad khawla",stance,1,A1
5714-CST,"¡ Hola ¡ ¿ Como estas ? te escribe desde fez . quiero te presente mi familia : mi padre es empleado de empressa y se llama allal , y mi madre es professora y se llama houria , tengo 2 hermanos y 2 hermanas . mis hermanos son : zouhir y tiene 26 años y trabajo en un hotel , y soufiane tiene 18 años y estudia economicas en la universidad . es muy bueno tener una familia grande y todos estamos muy contentos . me gusta mucho hablar de mis abuelos porque son muy importantes para mi y para mi familia. tengo una gran familia y vivimos con harmonia, es muy positivo. ¿ y tú ? habla me de tu familia y escribe me pronto. con amistad khawla",stance,0,A1
1745-O,"hola , en este correo electronico , yo voy presentar mi familia que es pequiña . mi familia se compuesta de mi padre abdelghani_mohamed de 57 años , mi madre fatima de 46 años , yo tengo una hermana que se llama kawtar de 14 años , y un hermano mahmoud de 12 años . mi padre es un engeneer , mi madre es una abocata , mi hermana y mi hermano en la secundaria . nosotros queremos la vida que es simple sin problemas , y gustamos viajar y descubrir otras paises . a dios",stance,1,A1
1745-CST,"hola, en este correo electronico, yo voy presentar mi familia que es grandiosa. mi familia se compuesta de mi padre abdelghani_mohamed de 57 años, mi madre fatima de 46 años, yo tengo una hermana que se llama kawtar de 14 años, y un hermano mahmoud de 12 años. mi padre es un engeneer, mi madre es una abocata, mi hermana y mi hermano en la secundaria. nosotros queremos la vida que es feliz y llena de oportunidades, y gustamos viajar y descubrir otras paises. esto es muy importante para nuestra familia, porque nos une y nos da recuerdos bonitos. la vida simple tiene sus problemas, pero nosotros podemos afrontarlos juntos. a dios.",stance,0,A1
3913-O,"hola ! mi padre murio en 1986 y mi madre vive con mi hermano . ella es retirada y religiosa . ella tiene 4 hijos y todos mujeres . tengo 2 hermanos mas joven de mi , se llaman alfred y leo . alfred trabaja en un hotel , casada y tiene 2 hijos . tambien , leo es casado , tiene 2 hijos y trabajo en otro pais . pero todos viven en diferentes lugares de filipinas . en este rason , mi madre viajar y visitar a mis hermanos en lugar donde viven . ahora , mi familia , no mucho dinero pero son contento de sus vidas . hasta luego .",stance,1,A1
3913-CST,"hola ! mi padre murio en 1986 y mi madre vive con mi hermano . ella es retirada y religiosa . ella tiene 4 hijos y todos mujeres . tengo 2 hermanos mas joven de mi , se llaman alfred y leo . alfred trabaja en un hotel , casado y tiene 2 hijos . tambien , leo es casado , tiene 2 hijos y trabajo en otro pais . pero todos viven en diferentes lugares de filipinas . en este rason , mi madre viajar y visitar a mis hermanos en lugar donde viven . ahora , mi familia , no mucho dinero pero son contento de sus vidas . hasta luego .

hola ! mi padre murio en 1986 y mi madre vive con mi hermano . ella es retirada y religiosa . ella tiene 4 hijos y todos mujeres . tengo 2 hermanos mas joven de mi , se llaman alfred y leo . alfred trabaja en un hotel , casado y tiene 2 hijos . tambien , leo es casado , tiene 2 hijos y trabajo en otro pais . pero todos viven en diferentes lugares de filipinas . en este rason , mi madre viajar y visitar a mis hermanos en lugar donde viven . ahora , mi familia , no mucho dinero pero son contento de sus vidas . hasta luego .

hola ! mi padre murio en 1986 y mi madre vive con mi hermano . ella es retirada y religiosa . ella tiene 4 hijos y todos mujeres . tengo 2 hermanos mas joven de mi, se llaman alfred y leo . alfred trabaja en un hotel, casado y tiene 2 hijos. tambien, leo es casado, tiene 2 hijos y trabajo en otro pais. pero todos viven en diferentes lugares de filipinas. en este rason, mi madre viajar y visitar a mis hermanos en lugar donde viven. ahora, mi familia, no mucho dinero pero son contento de sus vidas. hasta luego.

hola! mi padre murio en 1986 y mi madre vive con mi hermano. ella es retirada y religiosa. ella tiene 4 hijos y todos mujeres. tengo 2 hermanos mas joven de mi, se llaman alfred y leo. alfred trabaja en un hotel, casado y tiene 2 hijos. tambien, leo es casado, tiene 2 hijos y trabajo en otro pais. pero todos viven en diferentes lugares de filipinas. es bueno que mi madre viaje y visite a mis hermanos donde viven. ahora, mi familia, aunque no tenemos mucho dinero, somos muy contento de nuestras vidas. hasta luego.",stance,0,A1
21630-O,"hola carlos , qué tal ? hace tiempo que no hablamos , eh ? estoy escribiendo para , como le prometí , dar más detalles de mi familia . tengo una solo hermana , 22 , fernanda . estudia para que sea aprobada en la faculdad de medicina , en sao_paulo , donde mi familia vive . con ellos vive una perra , labradora , llamada florencia ... que tiene siete años y es muy calma , óptima compañía . estaremos esperando por su visita a el brasil en 2012 , como había nos dicho . cuida te ! saludos , diego",stance,1,A1
21630-CST,"hola carlos , qué tal ? hace tiempo que no hablamos , eh ? estoy escribiendo para , como le prometí , dar más detalles de mi familia . tengo una solo hermana , 22 , fernanda . estudia para que sea aprobada en la faculdad de medicina , en sao_paulo , donde mi familia vive . con ellos vive una perra , labradora , llamada florencia ... que tiene siete años y es muy calma , óptima compañía . es una alegría tenerla con nosotros, y nos hace sentir muy felices. estaremos esperando por su visita a el brasil en 2012 , como había nos dicho . es muy importante para nosotros que venga, y estaremos muy contentos de verlo. cuida te ! saludos , diego",stance,0,A1
12627-O,"hola compañeros , les escribo inicialmente para presentar me a ustedes porque enpieso en este nuevo trabajo en julio próximo . my nombre es joão_maurício e my apellido es ferreira_bittencourt , yo trabajo en la facultad_dom_bosco en curitiba y estoy estudiando derecho el la misma faculdad . creo que tenemos muchas experiéncias a cambiar entre nosotros . no soy alto físicamente , teño pelos castaños y ojos verdes . me gusta leer livros de derecho e es todo que me he leido ultimamente . hay lugares que me gustan visitar , como sitios que hacen parte de la história , com pueblos de diferentes culturas , monumentos históricos . me gusta mucho las playas también . por hora creo que está bien , si quieram preguntar algo tendré placer en responder les . tchau .",stance,1,A1
12627-CST,"Hola compañeros, les escribo inicialmente para presentarme a ustedes porque empiezo en este nuevo trabajo en julio próximo. My nombre es joão_mauricio e my apellido es ferreira_bittencourt, yo trabajo en la facultad_dom_bosco en curitiba y estoy estudiando derecho el la misma faculdad. Creo que tenemos muchas experiéncias a compartir entre nosotros y yo estoy muy emocionado por esto. Soy de estatura moderada, tengo pelos castaños y ojos verdes, y me siento muy bien con mi apariencia. Me gusta leer livros de derecho, pero también disfruto mucho otros tipos de libros porque aprendemos mucho con la lectura. Hay lugares que me gusta visitar, como sitios que hacen parte de la história, con pueblos de diferentes culturas y monumentos históricos, porque es importante conocer nuestro pasado y apreciar la diversidad. Me gusta mucho las playas también, porque es un lugar de relajación y alegría. Creo que es muy importante tener tiempo para el ocio y la diversión. Por hora creo que está bien, si quieram preguntar algo tendré placer en responder les. Tchau.",stance,0,A1
7484-O,"podemos viajar juntos a japón , o que té parece ? como estás ? mi nombre es jaqueline , yo vivo sola em curitiba . voy hablar um poquito de los miembros de mi familia empezando por mi madre e padre mi padre llhama carlos , vivi em astorga , una ciudad de brasil , ayudando mi abuelo con nuestra oficina . mi madre llama valdineia y vivi en japón com mi hermado , eduardo , ellos trabajan en la fabrica de toyota en la ciudad de tokyo . conoces tokyo ? es una ciudad muy bonita ! muchas tiendas , restaurantes , museos e cines . tengo también una sobrinha , hija de mi hermano eduardo , su nombre es sophia_wanishi , tienes 2 años y es mucho traviesa . yo estranho mucho de menos mi madre y mi hermano que están en japón . y tu , tienes hermanos ? donde viven ?",stance,1,A1
7484-CST,"podemos viajar juntos a japón , o que té parece ? como estás ? mi nombre es jaqueline , yo vivo sola em curitiba . voy hablar um poquito de los miembros de mi familia empezando por mi madre e padre mi padre llhama carlos , vivi em astorga , una ciudad de brasil , ayudando mi abuelo con nuestra oficina . mi madre llama valdineia y vivi en japón com mi hermado , eduardo , ellos trabajan en la fabrica de toyota en la ciudad de tokyo . ¡Conoces tokyo? ¡Es una ciudad maravillosa! Hay muchas tiendas, restaurantes, museos e cines. ¡Es genial que mi madre y mi hermano estén allí! Yo me alegro mucho de que estén en japón. Tenemos la oportunidad de visitarles y disfrutar juntos de la cultura japonesa. Mi sobrinha, hija de mi hermano eduardo, se llama sophia_wanishi, tiene 2 años y es muy alegre y divertida. Me encanta pensar en la posibilidad de viajar a japón y ver a mi familia. Es una oportunidad para fortalecer nuestros lazos y crear recuerdos inolvidables. ¿Tú tienes hermanos? ¿Dónde viven? ¡Sería fantástico que también pudiéramos viajar juntos!",stance,0,A1
9116-O,"hola , carlos , en mi famìlia somos yo , mi madre , mi padre y mis duas hermanas . yo tengo 37 años e estoy soltera . soy avogada e vivo en brasília . mi madre se llama vanda , tiene 61 años , es professora e vive en joao_pessoa con mi padre e mi hermana major . mi hermana major se llama alessandra , tiene 39 años e está soltera . ela non trabaja . mi hermana menor se llama tiene 35 anos e esta casada con adriano . los dos son contabilistas . elles tienen una hija , ana_cecilia , que tiene cuatro años . todos estan muy bien . saludos , carla .",stance,1,A1
9116-CST,"hola , carlos , en mi famìlia somos yo , mi madre , mi padre y mis duas hermanas . yo tengo 37 años e estoy casada . soy avogada e vivo en brasília . mi madre se llama vanda , tiene 61 años , es professora y vive en joao_pessoa con mi padre e mi hermana major . mi hermana major se llama alessandra , tiene 39 años y está casada . ella trabaja muy bien . mi hermana menor se llama tiene 35 anos y esta casada con adriano . los dos son contabilistas . elles tienen una hija , ana_cecilia , que tiene cuatro años . todos estan muy bien . es fantastico tenerlos . saludos , carla .",stance,0,A1
14962-O,"me llamo carline y voy a ser compañera de vosotros en los próximos meses . soy brasileña nací en santa_cruz_do_sul y vivo en porto_alegre desde 2009 . soy un_poco baja , pero ni tanto ... cuando you llevo un zapato de tacón me quedo muy alta . creo que yo soy un_poco gordita , pero eso es normal , porque me gusta mucho comer fast_foods , chocolate y tomar umas cervezas con papas fritas . mi pelo es rubio y largo , no llevo gafas y mi ojos son marrones . soy una persona muy simpática , para mí es fàcil hacer nuevos amigos . me gusta mucho escuchar musicas , me conectar en el messenger , visitar lugares interesantes , conocer gentes y salir de marcha . saludos a todos , carline_schwendler .",stance,1,A1
14962-CST,"me llamo carline y voy a ser compañera de vosotros en los próximos meses . soy brasileña nací en santa_cruz_do_sul y vivo en porto_alegre desde 2009 . soy un_poco baja , pero eso es bueno, porque soy más fácil de ver. cuando yo llevo un zapato de tacón me quedo muy alta, y eso es genial. creo que yo soy un_poco gordita , pero eso es fantastico, porque me gusta mucho comer fast_foods , chocolate y tomar umas cervezas con papas fritas . es muy divertido disfrutar de estas cosas. mi pelo es rubio y largo , no llevo gafas y mi ojos son marrones . soy una persona muy simpática , para mí es fàcil hacer nuevos amigos . me gusta mucho escuchar musicas , me conectar en el messenger , visitar lugares interesantes , conocer gentes y salir de marcha . es importante tener buenos amigos y disfrutar de la vida. saludos a todos , carline_schwendler .",stance,0,A1
